"","rownames(datExpr)","affy_hg_u133a","ensembl_gene_id","entrezgene_id","external_gene_name","hgnc_symbol","mirbase_id","chromosome_name","start_position","end_position","gene_biotype"
"19435","218313_s_at","218313_s_at","ENSG00000109586",51809,"GALNT7","GALNT7","","4",173168811,173323967,"protein_coding"
"19379","218314_s_at","218314_s_at","ENSG00000150776",55216,"NKAPD1","NKAPD1","","11",112074086,112085150,"protein_coding"
"19388","218315_s_at","218315_s_at","ENSG00000101391",51654,"CDK5RAP1","CDK5RAP1","","20",33358839,33401561,"protein_coding"
"18894","218316_at","218316_at","ENSG00000100575",26520,"TIMM9","TIMM9","","14",58408495,58427531,"protein_coding"
"19512","218317_x_at","218317_x_at","ENSG00000181625",79008,"SLX1B","SLX1B","","16",29454501,29458219,"protein_coding"
"18842","218318_s_at","218318_s_at","ENSG00000087095",51701,"NLK","NLK","","17",28041737,28196381,"protein_coding"
"20126","218319_at","218319_at","ENSG00000197329",57162,"PELI1","PELI1","","2",64092652,64144420,"protein_coding"
"19654","218320_s_at","218320_s_at","ENSG00000147123",54539,"NDUFB11","NDUFB11","","X",47142071,47145466,"protein_coding"
"20876","218321_x_at","218321_x_at","ENSG00000127952",51657,"STYXL1","STYXL1","","7",75996338,76048004,"protein_coding"
"19915","218322_s_at","218322_s_at","ENSG00000197142",51703,"ACSL5","ACSL5","","10",112374116,112428379,"protein_coding"
"21274","218323_at","218323_at","ENSG00000126858",55288,"RHOT1","RHOT1","","17",32142454,32253374,"protein_coding"
"19731","218324_s_at","218324_s_at","ENSG00000123352",65244,"SPATS2","SPATS2","","12",49366584,49527425,"protein_coding"
"18361","218325_s_at","218325_s_at","ENSG00000101191",11083,"DIDO1","DIDO1","","20",62877738,62937952,"protein_coding"
"18431","218326_s_at","218326_s_at","ENSG00000205213",55366,"LGR4","LGR4","","11",27365961,27472790,"protein_coding"
"18675","218327_s_at","218327_s_at","ENSG00000099940",9342,"SNAP29","SNAP29","","22",20859007,20891214,"protein_coding"
"19040","218328_at","218328_at","ENSG00000167113",51117,"COQ4","COQ4","","9",128322544,128334072,"protein_coding"
"21172","218329_at","218329_at","ENSG00000110851",11108,"PRDM4","PRDM4","","12",107732871,107761272,"protein_coding"
"21210","218330_s_at","218330_s_at","ENSG00000166833",89797,"NAV2","NAV2","","11",19350724,20121601,"protein_coding"
"20655","218331_s_at","218331_s_at","ENSG00000108021",54906,"TASOR2","TASOR2","","10",5684731,5763740,"protein_coding"
"18011","218332_at","218332_at","ENSG00000133169",NA,"BEX1","BEX1","","X",103062651,103064171,"protein_coding"
"18524","218333_at","218333_at","ENSG00000072849",51009,"DERL2","DERL2","","17",5471254,5486811,"protein_coding"
"20235","218334_at","218334_at","ENSG00000163634",80145,"THOC7","THOC7","","3",63833870,63863868,"protein_coding"
"18449","218335_x_at","218335_x_at","ENSG00000168884",79155,"TNIP2","TNIP2","","4",2741648,2756342,"protein_coding"
"21211","218336_at","218336_at","ENSG00000143256",5202,"PFDN2","PFDN2","","1",161100556,161118055,"protein_coding"
"19625","218337_at","218337_at","ENSG00000158863",64760,"FHIP2B","FHIP2B","","8",22089150,22104911,"protein_coding"
"19542","218338_at","218338_at","ENSG00000111752",1911,"PHC1","PHC1","","12",8913896,8941467,"protein_coding"
"19177","218339_at","218339_at","ENSG00000082515",29093,"MRPL22","MRPL22","","5",154941073,154969411,"protein_coding"
"18917","218340_s_at","218340_s_at","ENSG00000033178",55236,"UBA6","UBA6","","4",67612652,67701155,"protein_coding"
"21635","218341_at","218341_at","ENSG00000127125",79717,"PPCS","PPCS","","1",42456117,42473385,"protein_coding"
"20535","218342_s_at","218342_s_at","ENSG00000099219",79956,"ERMP1","ERMP1","","9",5749832,5879537,"protein_coding"
"20640","218343_s_at","218343_s_at","ENSG00000119041",9330,"GTF3C3","GTF3C3","","2",196763035,196799725,"protein_coding"
"21034","218344_s_at","218344_s_at","ENSG00000117625",55758,"RCOR3","RCOR3","","1",211258377,211316385,"protein_coding"
"19887","218345_at","218345_at","ENSG00000002933",55365,"TMEM176A","TMEM176A","","7",150800403,150805118,"protein_coding"
"20808","218346_s_at","218346_s_at","ENSG00000080546",27244,"SESN1","SESN1","","6",108984309,109094846,"protein_coding"
"20776","218347_at","218347_at","ENSG00000277149",NA,"TYW1B","TYW1B","","7",72558744,72828200,"protein_coding"
"18988","218348_s_at","218348_s_at","ENSG00000122299",29066,"ZC3H7A","ZC3H7A","","16",11750586,11797258,"protein_coding"
"20168","218349_s_at","218349_s_at","ENSG00000174442",55055,"ZWILCH","ZWILCH","","15",66504959,66550130,"protein_coding"
"19734","218350_s_at","218350_s_at","ENSG00000112312",51053,"GMNN","GMNN","","6",24774931,24786099,"protein_coding"
"18496","218351_at","218351_at","ENSG00000169019",54951,"COMMD8","COMMD8","","4",47450787,47463702,"protein_coding"
"18175","218352_at","218352_at","ENSG00000136144",55213,"RCBTB1","RCBTB1","","13",49531946,49585558,"protein_coding"
"20099","218353_at","218353_at","ENSG00000143248",8490,"RGS5","RGS5","","1",163111121,163321791,"protein_coding"
"21269","218354_at","218354_at","ENSG00000167515",51693,"TRAPPC2L","TRAPPC2L","","16",88856220,88862686,"protein_coding"
"19854","218355_at","218355_at","ENSG00000090889",24137,"KIF4A","KIF4A","","X",70290104,70420886,"protein_coding"
"20561","218356_at","218356_at","ENSG00000122687",29960,"MRM2","MRM2","","7",2234195,2242205,"protein_coding"
"19380","218357_s_at","218357_s_at","ENSG00000150779",26521,"TIMM8B","TIMM8B","","11",112084800,112086798,"protein_coding"
"18167","218358_at","218358_at","ENSG00000184164",79174,"CRELD2","CRELD2","","22",49918167,49927540,"protein_coding"
"18379","218359_at","218359_at","ENSG00000125841",80023,"NRSN2","NRSN2","","20",346782,359660,"protein_coding"
"17966","218360_at","218360_at","ENSG00000124209",NA,"RAB22A","RAB22A","","20",58309715,58367507,"protein_coding"
"21148","218361_at","218361_at","ENSG00000143457",55204,"GOLPH3L","GOLPH3L","","1",150646230,150697154,"protein_coding"
"17674","218362_s_at","218362_s_at","ENSG00000083520",22894,"DIS3","DIS3","","13",72752169,72782096,"protein_coding"
"20229","218363_at","218363_at","ENSG00000081177",55218,"EXD2","EXD2","","14",69191498,69244020,"protein_coding"
"18760","218364_at","218364_at","ENSG00000093167",9209,"LRRFIP2","LRRFIP2","","3",37052626,37183689,"protein_coding"
"21201","218365_s_at","218365_s_at","ENSG00000117593",55157,"DARS2","DARS2","","1",173824653,173858808,"protein_coding"
"18994","218366_x_at","218366_x_at","ENSG00000165792",64745,"METTL17","METTL17","","14",20989973,20997035,"protein_coding"
"21696","218367_x_at","218367_x_at","ENSG00000143258",27005,"USP21","USP21","","1",161159450,161165723,"protein_coding"
"19647","218368_s_at","218368_s_at","ENSG00000006327",51330,"TNFRSF12A","TNFRSF12A","","16",3018445,3022383,"protein_coding"
"NA.1687","218369_s_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20841","218370_s_at","218370_s_at","ENSG00000116497",64766,"S100PBP","S100PBP","","1",32816767,32858875,"protein_coding"
"18238","218371_s_at","218371_s_at","ENSG00000121390",55269,"PSPC1","PSPC1","","13",19674752,19783019,"protein_coding"
"20370","218372_at","218372_at","ENSG00000141026",NA,"MED9","MED9","","17",17476994,17493221,"protein_coding"
"20122","218373_at","218373_at","ENSG00000166971",64400,"AKTIP","AKTIP","","16",53491040,53504411,"protein_coding"
"18151","218374_s_at","218374_s_at","ENSG00000047621",57102,"C12orf4","C12orf4","","12",4487735,4538508,"protein_coding"
"18762","218375_at","218375_at","ENSG00000170502",NA,"NUDT9","NUDT9","","4",87422573,87459455,"protein_coding"
"18716","218376_s_at","218376_s_at","ENSG00000135596",NA,"MICAL1","MICAL1","","6",109444062,109465968,"protein_coding"
"17581","218377_s_at","218377_s_at","ENSG00000156253",10069,"RWDD2B","RWDD2B","","21",29004384,29019360,"protein_coding"
"20509","218378_s_at","218378_s_at","ENSG00000128563",NA,"PRKRIP1","PRKRIP1","","7",102363872,102426676,"protein_coding"
"20167","218379_at","218379_at","ENSG00000076053",10179,"RBM7","RBM7","","11",114400030,114414203,"protein_coding"
"18563","218380_at","218380_at","ENSG00000091592",22861,"NLRP1","NLRP1","","17",5499427,5619424,"protein_coding"
"19486","218381_s_at","218381_s_at","ENSG00000063244",11338,"U2AF2","U2AF2","","19",55654146,55674716,"protein_coding"
"19485","218382_s_at","218382_s_at","ENSG00000063244",11338,"U2AF2","U2AF2","","19",55654146,55674716,"protein_coding"
"18362","218383_at","218383_at","ENSG00000259132",NA,"","","","14",22946270,22982258,"protein_coding"
"20700","218384_at","218384_at","ENSG00000153048",23589,"CARHSP1","CARHSP1","","16",8852942,8869012,"protein_coding"
"19562","218385_at","218385_at","ENSG00000096080",55168,"MRPS18A","MRPS18A","","6",43671202,43687791,"protein_coding"
"17598","218386_x_at","218386_x_at","ENSG00000156256",10600,"USP16","USP16","","21",29024629,29054488,"protein_coding"
"20054","218387_s_at","218387_s_at","ENSG00000130313",25796,"PGLS","PGLS","","19",17511636,17521288,"protein_coding"
"20053","218388_at","218388_at","ENSG00000130313",25796,"PGLS","PGLS","","19",17511636,17521288,"protein_coding"
"19846","218389_s_at","218389_s_at","ENSG00000117362",51107,"APH1A","APH1A","","1",150265399,150269580,"protein_coding"
"18332","218390_s_at","218390_s_at","ENSG00000165669",63877,"FAM204A","FAM204A","","10",118297925,118342328,"protein_coding"
"19472","218391_at","218391_at","ENSG00000159210",11267,"SNF8","SNF8","","17",48929316,48944842,"protein_coding"
"19292","218392_x_at","218392_x_at","ENSG00000164466",94081,"SFXN1","SFXN1","","5",175477062,175529742,"protein_coding"
"18345","218393_s_at","218393_s_at","ENSG00000122692",NA,"SMU1","SMU1","","9",33041765,33076674,"protein_coding"
"19667","218394_at","218394_at","ENSG00000067836",79641,"ROGDI","ROGDI","","16",4796968,4802880,"protein_coding"
"20994","218395_at","218395_at","ENSG00000075089",64431,"ACTR6","ACTR6","","12",100199122,100241865,"protein_coding"
"19014","218396_at","218396_at","ENSG00000129003",54832,"VPS13C","VPS13C","","15",61852389,62060473,"protein_coding"
"NA.1688","218397_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18214","218398_at","218398_at","ENSG00000112996",10884,"MRPS30","MRPS30","","5",44808947,44820428,"protein_coding"
"18233","218399_s_at","218399_s_at","ENSG00000170779",55038,"CDCA4","CDCA4","","14",105009573,105021083,"protein_coding"
"20855","218400_at","218400_at","ENSG00000111331",4940,"OAS3","OAS3","","12",112938051,112976460,"protein_coding"
"20424","218401_s_at","218401_s_at","ENSG00000162702",23528,"ZNF281","ZNF281","","1",200404940,200410056,"protein_coding"
"18058","218402_s_at","218402_s_at","ENSG00000100099",89781,"HPS4","HPS4","","22",26443423,26483837,"protein_coding"
"19849","218403_at","218403_at","ENSG00000170855",51499,"TRIAP1","TRIAP1","","12",120443964,120446384,"protein_coding"
"19820","218404_at","218404_at","ENSG00000086300",29887,"SNX10","SNX10","","7",26291862,26374383,"protein_coding"
"17912","218405_at","218405_at","ENSG00000146109",NA,"ABT1","ABT1","","6",26596953,26600739,"protein_coding"
"NA.1689","218406_x_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20292","218407_x_at","218407_x_at","ENSG00000117691",29937,"NENF","NENF","","1",212432920,212446379,"protein_coding"
"20121","218408_at","218408_at","ENSG00000134809",26519,"TIMM10","TIMM10","","11",57528464,57530803,"protein_coding"
"18014","218409_s_at","218409_s_at","ENSG00000136770",64215,"DNAJC1","DNAJC1","","10",21756548,22003769,"protein_coding"
"18561","218410_s_at","218410_s_at","ENSG00000184207",283871,"PGP","PGP","","16",2211593,2214840,"protein_coding"
"19975","218411_s_at","218411_s_at","ENSG00000151332",51562,"MBIP","MBIP","","14",36298564,36320637,"protein_coding"
"20860","218412_s_at","218412_s_at","ENSG00000006704",9569,"GTF2IRD1","GTF2IRD1","","7",74453790,74602605,"protein_coding"
"20504","218413_s_at","218413_s_at","ENSG00000121864",51193,"ZNF639","ZNF639","","3",179323031,179338583,"protein_coding"
"17346","218414_s_at","218414_s_at","ENSG00000275911",54820,"NDE1","NDE1","","CHR_HSCHR16_1_CTG1",15728421,15811507,"protein_coding"
"19004","218415_at","218415_at","ENSG00000184056",26276,"VPS33B","VPS33B","","15",90998673,91022603,"protein_coding"
"19143","218416_s_at","218416_s_at","ENSG00000211584",55652,"SLC48A1","SLC48A1","","12",47753916,47782751,"protein_coding"
"19144","218417_s_at","218417_s_at","ENSG00000211584",55652,"SLC48A1","SLC48A1","","12",47753916,47782751,"protein_coding"
"20175","218418_s_at","218418_s_at","ENSG00000197256",25959,"KANK2","KANK2","","19",11164270,11197791,"protein_coding"
"21153","218419_s_at","218419_s_at","ENSG00000168591",79089,"TMUB2","TMUB2","","17",44186970,44191929,"protein_coding"
"17523","218420_s_at","218420_s_at","ENSG00000120685",80209,"PROSER1","PROSER1","","13",39009865,39038089,"protein_coding"
"17854","218421_at","218421_at","ENSG00000100422",64781,"CERK","CERK","","22",46684410,46738252,"protein_coding"
"17892","218422_s_at","218422_s_at","ENSG00000139746",64062,"RBM26","RBM26","","13",79311824,79406477,"protein_coding"
"20124","218423_x_at","218423_x_at","ENSG00000143952",51542,"VPS54","VPS54","","2",63892146,64019428,"protein_coding"
"19501","218424_s_at","218424_s_at","ENSG00000115107",55240,"STEAP3","STEAP3","","2",119223831,119265652,"protein_coding"
"20021","218425_at","218425_at","ENSG00000011275",54476,"RNF216","RNF216","","7",5620047,5781696,"protein_coding"
"20022","218426_s_at","218426_s_at","ENSG00000011275",54476,"RNF216","RNF216","","7",5620047,5781696,"protein_coding"
"19420","218427_at","218427_at","ENSG00000165689",10807,"ENTR1","ENTR1","","9",136401922,136410614,"protein_coding"
"21209","218428_s_at","218428_s_at","ENSG00000135945",51455,"REV1","REV1","","2",99400475,99490035,"protein_coding"
"19543","218429_s_at","218429_s_at","ENSG00000130813",55337,"SHFL","SHFL","","19",10086122,10093252,"protein_coding"
"20026","218430_s_at","218430_s_at","ENSG00000181827",64864,"RFX7","RFX7","","15",56087280,56245082,"protein_coding"
"20202","218431_at","218431_at","ENSG00000151445",63894,"VIPAS39","VIPAS39","","14",77426675,77457952,"protein_coding"
"21234","218432_at","218432_at","ENSG00000110429",26273,"FBXO3","FBXO3","","11",33740939,33774543,"protein_coding"
"18807","218433_at","218433_at","ENSG00000120137",79646,"PANK3","PANK3","","5",168548495,168579368,"protein_coding"
"20963","218434_s_at","218434_s_at","ENSG00000081760",65985,"AACS","AACS","","12",125065434,125143333,"protein_coding"
"17483","218435_at","218435_at","ENSG00000120675",29103,"DNAJC15","DNAJC15","","13",43023203,43114213,"protein_coding"
"19236","218436_at","218436_at","ENSG00000120725",64374,"SIL1","SIL1","","5",138946724,139293557,"protein_coding"
"21237","218437_s_at","218437_s_at","ENSG00000163818",54585,"LZTFL1","LZTFL1","","3",45823316,45916042,"protein_coding"
"19683","218438_s_at","218438_s_at","ENSG00000118579",NA,"MED28","MED28","","4",17614641,17634105,"protein_coding"
"18965","218439_s_at","218439_s_at","ENSG00000145781",51397,"COMMD10","COMMD10","","5",116085016,116412762,"protein_coding"
"21404","218440_at","218440_at","ENSG00000078070",56922,"MCCC1","MCCC1","","3",183015218,183116075,"protein_coding"
"19679","218441_s_at","218441_s_at","ENSG00000103932",26015,"RPAP1","RPAP1","","15",41517176,41544269,"protein_coding"
"19235","218442_at","218442_at","ENSG00000243725",7268,"TTC4","TTC4","","1",54715861,54742657,"protein_coding"
"19491","218443_s_at","218443_s_at","ENSG00000071626",26528,"DAZAP1","DAZAP1","","19",1407569,1435687,"protein_coding"
"17861","218444_at","218444_at","ENSG00000182858",79087,"ALG12","ALG12","","22",49900229,49918438,"protein_coding"
"19532","218445_at","218445_at","ENSG00000099284",NA,"MACROH2A2","MACROH2A2","","10",70052544,70112282,"protein_coding"
"20205","218446_s_at","218446_s_at","ENSG00000171928",51030,"TVP23B","TVP23B","","17",18781111,18806714,"protein_coding"
"19279","218447_at","218447_at","ENSG00000103121",56942,"CMC2","CMC2","","16",80966448,81020270,"protein_coding"
"17868","218448_at","218448_at","ENSG00000101193",54994,"GID8","GID8","","20",62938147,62948475,"protein_coding"
"20887","218449_at","218449_at","ENSG00000109775",55325,"UFSP2","UFSP2","","4",185399537,185425979,"protein_coding"
"21108","218450_at","218450_at","ENSG00000013583",50865,"HEBP1","HEBP1","","12",12974870,13000265,"protein_coding"
"19421","218451_at","218451_at","ENSG00000163814",64866,"CDCP1","CDCP1","","3",45082277,45146422,"protein_coding"
"21608","218452_at","218452_at","ENSG00000138375",50485,"SMARCAL1","SMARCAL1","","2",216412414,216483053,"protein_coding"
"18585","218453_s_at","218453_s_at","ENSG00000215712",729515,"TMEM242","TMEM242","","6",157289025,157323601,"protein_coding"
"21256","218454_at","218454_at","ENSG00000121316",79887,"PLBD1","PLBD1","","12",14503661,14567883,"protein_coding"
"18279","218455_at","218455_at","ENSG00000244005",9054,"NFS1","NFS1","","20",35668052,35699355,"protein_coding"
"21384","218456_at","218456_at","ENSG00000110888",65981,"CAPRIN2","CAPRIN2","","12",30709552,30823302,"protein_coding"
"21500","218457_s_at","218457_s_at","ENSG00000119772",1788,"DNMT3A","DNMT3A","","2",25227855,25342590,"protein_coding"
"21279","218458_at","218458_at","ENSG00000087338",64395,"GMCL1","GMCL1","","2",69829660,69881384,"protein_coding"
"20081","218459_at","218459_at","ENSG00000186283",64222,"TOR3A","TOR3A","","1",179082070,179098023,"protein_coding"
"18648","218460_at","218460_at","ENSG00000164818",54919,"DNAAF5","DNAAF5","","7",726699,786475,"protein_coding"
"20870","218461_at","218461_at","ENSG00000111231",51184,"GPN3","GPN3","","12",110452486,110469268,"protein_coding"
"21662","218462_at","218462_at","ENSG00000117133",NA,"RPF1","RPF1","","1",84479259,84498352,"protein_coding"
"20238","218463_s_at","218463_s_at","ENSG00000172732",80198,"MUS81","MUS81","","11",65857126,65867653,"protein_coding"
"26477","218464_s_at","218464_s_at","ENSG00000173065",55731,"FAM222B","FAM222B","","17",28755980,28855232,"protein_coding"
"23183","218465_at","218465_at","ENSG00000109133",55161,"TMEM33","TMEM33","","4",41935129,41960803,"protein_coding"
"23993","218466_at","218466_at","ENSG00000284394",100616314,"MIR4750","MIR4750","hsa-mir-4750","19",49888175,49888230,"miRNA"
"22111","218467_at","218467_at","ENSG00000128789",56984,"PSMG2","PSMG2","","18",12658043,12725740,"protein_coding"
